age,education,marital_status,worker_class,occupation_code,hours_per_week,sex,race,income,state,income_estimate_from_peers
47,17.0,Married,"Private, for-profit",205,36.0,Female,1,5600.0,6,12944.0
37,21.0,Married,"Private, for-profit",1010,40.0,Male,1,80240.0,6,78386.0
34,18.0,Married,"Private, for-profit",5860,40.0,Female,1,30200.0,6,34375.0
58,20.0,Married,"Private, for-profit",5740,36.0,Male,1,50000.0,6,57977.0
37,21.0,Married,"Private, non-profit",230,40.0,Female,1,63000.0,6,66278.0
27,18.0,Never married,"Private, for-profit",7750,24.0,Male,1,1200.0,6,3578.0
70,21.0,Married,"Private, for-profit",4810,15.0,Male,1,,6,
26,21.0,Married,"Private, for-profit",3255,36.0,Female,1,65000.0,6,67212.0
19,19.0,Never married,"Private, for-profit",4720,25.0,Female,8,7000.0,6,9827.0
65,21.0,Married,State government,150,40.0,Female,1,132000.0,6,132002.0
47,22.0,Married,"Private, for-profit",1065,40.0,Male,6,146200.0,6,144386.0
38,20.0,Never married,Local government,6355,40.0,Male,2,,6,
61,17.0,Married,Local government,3602,30.0,Female,1,13000.0,6,12828.0
57,20.0,Married,"Private, for-profit",7640,40.0,Female,1,25700.0,6,27303.0
33,19.0,Never married,"Private, for-profit",5240,36.0,Male,2,25000.0,6,18164.0
47,19.0,Married,State government,4710,45.0,Male,8,64000.0,6,63885.0
59,19.0,Married,"Private, for-profit",1560,40.0,Female,1,96000.0,6,96065.0
55,21.0,Divorced,"Private, for-profit",1305,45.0,Male,1,120000.0,6,116433.0
30,21.0,Never married,"Private, non-profit",2014,40.0,Female,8,43000.0,6,36542.0
24,16.0,Never married,"Private, for-profit",310,40.0,Male,9,27000.0,6,28869.0
50,21.0,Married,"Private, for-profit",4710,45.0,Male,1,120000.0,6,126810.0
34,14.0,Never married,"Private, for-profit",5610,40.0,Male,8,,6,
29,19.0,Never married,"Private, for-profit",4840,40.0,Male,1,30000.0,6,25257.0
45,22.0,Separated,State government,705,40.0,Male,1,137700.0,6,145342.0
37,21.0,Married,"Self-employed, unincorporated",2634,30.0,Female,1,30000.0,6,24875.0
56,22.0,Divorced,"Private, for-profit",136,70.0,Female,1,500000.0,6,497379.0
58,10.0,Divorced,"Private, for-profit",7750,40.0,Female,1,32200.0,6,36835.0
52,21.0,Married,"Private, for-profit",440,40.0,Male,1,28000.0,6,24688.0
40,15.0,Married,"Private, for-profit",6230,40.0,Male,8,80000.0,6,76588.0
59,18.0,Never married ,"Private, for-profit",9620,40.0,Male,1,21500.0,6,20257.0
40,20.0,Married,"Private, for-profit",5240,40.0,Male,1,50000.0,6,51466.0
50,15.0,Married,"Private, for-profit",4750,40.0,Male,1,13000.0,6,13450.0
62,21.0,Married,Local government,2310,35.0,Female,1,80000.0,6,78219.0
43,16.0,Married ,"Private, for-profit",6515,40.0,Male,1,40000.0,6,45821.0
62,19.0,Married,"Self-employed, unincorporated",5940,-1.0,Female,1,17000.0,6,20159.0
53,21.0,Married,"Self-employed, incorporated",1021,45.0,Male,1,,6,
57,,Married,"Self-employed, unincorporated",5860,40.0,Female,1,16600.0,6,9965.0
45,19.0,Married,"Private, for-profit",9620,50.0,Male ,1,85000.0,6,86010.0
51,19.0,Never married,"Self-employed, incorporated",5120,30.0,Male,1,25000.0,6,24273.0
28,22.0,Never married,"Private, for-profit",1460,40.0,Male,6,75000.0,6,78448.0
38,,Married,"Private, for-profit",2310,50.0,Female,8,10000.0,6,9737.0
33,,Married,"Private, for-profit",110,45.0,Male,1,75000.0,6,72545.0
57,16.0,Married,"Private, for-profit",6230,40.0,Male,8,20600.0,6,21138.0
56,21.0,Never married,"Self-employed, unincorporated",8830,10.0,Male,1,5500.0,6,10897.0
57,22.0,Married,Local government,3550,40.0,Female,1,60000.0,6,62918.0
28,16.0,Never married,Local government,2545,30.0,Female,8,27000.0,6,28738.0
26,21.0,Divorced,"Private, for-profit",2440,40.0,Female,1,46000.0,6,42088.0
28,19.0,Never married,"Private, for-profit",4920,50.0,Male,1,95000.0,6,86963.0
72,18.0,Married,"Private, for-profit",9130,40.0,Male,6,46010.0,6,41997.0
61,,Married,Local government,3640,40.0,Female,1,58000.0,6,50216.0
61,21.0,Divorced,"Private, for-profit",5240,,Female,1,80000.0,6,85473.0
53,22.0,Married,"Private, for-profit",410,25.0,Male,6,372200.0,6,375971.0
55,21.0,Married,"Private, for-profit",7150,40.0,Male,1,35000.0,6,34767.0
29,20.0,Never married,State government,230,40.0,Male,9,3500.0,6,1898.0
65,18.0,Divorced,"Private, for-profit",7430,40.0,Male,1,78000.0,6,89910.0
37,21.0,Married,"Self-employed, unincorporated",8500,50.0,Male,1,100000.0,6,106020.0
45,21.0,Married,"Private, for-profit",10,45.0,Male,1,175200.0,6,174260.0
40,,Married,"Self-employed, incorporated",4920,,Male,1,50000.0,6,42212.0
49,21.0,Married,"Private, for-profit",1600,40.0,Female,1,,6,
61,,Married,"Private, for-profit",9600,40.0,Male,6,72000.0,6,71314.0
39,16.0,Never married,"Private, for-profit",4720,20.0,Female,8,12000.0,6,19441.0
73,20.0,Married,"Private, for-profit",2770,32.0,Male,1,33100.0,6,39647.0
24,,Never married,"Private, for-profit",9620,40.0,Male,1,18000.0,6,15805.0
30,18.0,Never married,"Private, for-profit",9640,20.0,Male,1,12000.0,6,6800.0
41,23.0,Never married,"Private, for-profit",2100,50.0,Male,1,48000.0,6,40375.0
56,20.0,Married,Local government,4220,40.0,Male,1,60000.0,6,49233.0
48,,Married,State government,2205,40.0,Male,1,60200.0,6,65187.0
34,21.0,Married,"Private, for-profit",1530,45.0,Male,1,95000.0,6,99621.0
39,22.0,Married,Local government,5740,40.0,Female,8,40000.0,6,38855.0
30,23.0,Married,"Private, for-profit",3090,-1.0,Female,1,60000.0,6,58925.0
59,22.0,Widowed,State government,2310,40.0,Female,1,87000.0,6,85825.0
33,18.0,Married,"Private, for-profit",5240,30.0,Female,8,24000.0,6,25999.0
24,21.0,Never married ,"Private, for-profit",6260,40.0,Male,1,20600.0,6,23304.0
37,22.0,Married,"Private, for-profit",2920,55.0,Male,1,150000.0,6,150696.0
47,23.0,Married,"Private, for-profit",2100,50.0,Female,1,150000.0,6,153035.0
50,19.0,Married,"Private, for-profit",5000,40.0,Male,8,70000.0,6,66475.0
29,24.0,Never married,"Private, for-profit",3090,75.0,Female,1,56000.0,6,52590.0
35,5.0,Never married,"Private, for-profit",4030,35.0,Female,8,12600.0,6,8787.0
49,16.0,Married,Local government,440,40.0,Male,9,90000.0,6,80961.0
51,16.0,Never married,"Self-employed, unincorporated",4510,40.0,Male,1,30000.0,6,35488.0
75,19.0,Divorced,"Private, for-profit",4760,40.0,Male,1,32400.0,6,27684.0
62,24.0,Married,State government,2205,50.0,Male,1,99200.0,6,102303.0
41,16.0,Never married,"Private, for-profit",3602,40.0,Female,8,26900.0,6,26968.0
32,22.0,Married,"Private, non-profit",420,45.0,Male,1,70050.0,6,73828.0
66,16.0,Married,"Private, non-profit",2014,-1.0,Female,1,34400.0,6,36603.0
50,22.0,Married,"Private, for-profit",4330,10.0,Female,1,4000.0,6,5700.0
46,19.0,Married,"Private, for-profit",220,40.0,Female,1,61400.0,6,55184.0
53,19.0,Married,"Private, for-profit",9265,40.0,Male,7,100000.0,6,104229.0
31,21.0,Never married,"Self-employed, unincorporated",2850,60.0,Male,2,58000.0,6,64484.0
49,17.0,Married,"Private, for-profit",5740,40.0,Female,1,46000.0,6,47303.0
33,21.0,Married,"Private, for-profit",850,60.0,Female,6,500000.0,6,503113.0
46,21.0,Married,"Private, for-profit",4850,40.0,Male,1,500000.0,6,495283.0
56,21.0,Married,"Private, for-profit",2310,40.0,Male,1,45000.0,6,48583.0
52,19.0,Married,"Private, for-profit",4220,40.0,Male,1,55000.0,6,62772.0
28,22.0,Never married,"Private, for-profit",800,40.0,Female,1,63000.0,6,62321.0
42,19.0,Never married,"Private, for-profit",4510,40.0,Female,6,72000.0,6,76061.0
40,24.0,Married,Local government,230,50.0,Male,1,153500.0,6,148451.0
65,22.0,Married,"Self-employed, incorporated",5860,5.0,Female,1,4200.0,6,-1177.0
34,16.0,Married,"Private, for-profit",4850,40.0,Female,8,31000.0,6,31806.0
25,21.0,Never married,"Private, for-profit",20,50.0,Male,1,18000.0,6,21793.0
50,22.0,Married,"Private, for-profit",2310,40.0,Female,1,87000.0,6,83156.0
36,22.0,Married,Federal government,2005,40.0,Male,1,62000.0,6,64384.0
48,10.0,Married,"Self-employed, unincorporated",4230,30.0,Female,8,20000.0,6,26457.0
48,20.0,Divorced,"Private, for-profit",5240,40.0,Male,1,60000.0,6,65085.0
28,22.0,Married,"Private, for-profit",710,60.0,Male,7,65000.0,6,74000.0
41,22.0,Married,"Private, for-profit",705,40.0,Male,6,500000.0,6,501232.0
56,21.0,Married,"Private, non-profit",2040,40.0,Male,1,25000.0,6,19186.0
56,,Married,"Self-employed, incorporated",120,60.0,Male,1,300000.0,6,296055.0
42,19.0,Married,"Private, for-profit",9130,40.0,Male,1,36000.0,6,34543.0
53,16.0,Married,"Private, for-profit",530,40.0,Male,1,26000.0,6,25046.0
65,,Married,"Self-employed, incorporated",530,48.0,Female,1,500000.0,6,503196.0
40,16.0,Never married,"Private, for-profit",5810,40.0,Female,1,25000.0,6,24757.0
50,21.0,Never married,Local government,800,40.0,Female,6,40000.0,6,40072.0
62,16.0,Married,"Private, for-profit",8990,40.0,Male,1,19000.0,6,22108.0
48,20.0,Divorced,"Private, for-profit",9650,45.0,Male,1,35000.0,6,31041.0
24,17.0,Never married,"Private, for-profit",9610,40.0,Male,1,29100.0,6,23686.0
63,19.0,Married,"Private, non-profit",440,60.0,Female,3,174000.0,6,177338.0
77,1.0,Widowed,"Private, for-profit",440,48.0,Male,6,82000.0,6,83059.0
29,22.0,Married,"Private, for-profit",3245,40.0,Female,1,76000.0,6,70166.0
57,22.0,Divorced,State government,1106,45.0,Male,1,125000.0,6,130814.0
48,15.0,Married,"Private, for-profit",6260,40.0,Male,1,24800.0,6,25003.0
59,,Married,"Private, for-profit",8610,40.0,Male,1,50000.0,6,50947.0
21,19.0,Never married,"Private, for-profit",5940,40.0,Male,1,,6,
24,19.0,Never married,"Private, for-profit",9130,,Male,1,5600.0,6,6629.0
49,,Married,"Private, for-profit",9130,60.0,Male,8,47000.0,6,51787.0
48,17.0,Married,"Private, for-profit",9141,45.0,Male,1,67000.0,6,77976.0
22,21.0,Never married,"Private, for-profit",4700,40.0,Male,8,60000.0,6,57663.0
44,19.0,Never married,Local government,5860,40.0,Female,2,70000.0,6,66899.0
40,19.0,Separated,Federal government,136,20.0,Male,1,46000.0,6,45814.0
40,8.0,Never married,"Private, for-profit",2400,70.0,Male,1,14400.0,6,11140.0
31,19.0,Married,"Private, non-profit",3603,30.0,Male,6,4800.0,6,9006.0
49,20.0,Divorced,"Self-employed, incorporated",9130,50.0,Male,6,45000.0,6,43121.0
54,,Never married,State government,2310,40.0,Female,1,83000.0,6,79245.0
54,21.0,Married,"Private, for-profit",4720,25.0,Female,6,14000.0,6,15621.0
32,21.0,Married,"Private, for-profit",3255,24.0,Female,1,70000.0,6,72793.0
59,16.0,Never married,State government,4020,40.0,Male,1,8000.0,6,12758.0
46,3.0,Married,"Private, for-profit",9640,40.0,Female,1,2000.0,6,8253.0
30,21.0,Never married,"Private, non-profit",2850,40.0,Female,1,56000.0,6,60955.0
61,9.0,Married,"Private, non-profit",9610,40.0,Male,1,9100.0,6,6101.0
32,24.0,Married,"Private, for-profit",440,45.0,Male,1,206000.0,6,206810.0
42,16.0,Married,Federal government,9040,40.0,Male,1,46000.0,6,46617.0
24,16.0,Married,"Private, for-profit",4220,42.0,Male,9,70000.0,6,71048.0
21,20.0,Never married,"Private, for-profit",4720,30.0,Male,1,13000.0,6,7051.0
43,21.0,Married,"Private, for-profit",9620,40.0,Female,6,24000.0,6,30415.0
52,16.0,Married,"Private, for-profit",4500,50.0,Male,6,9500.0,6,13116.0
61,19.0,Married,"Self-employed, unincorporated",4900,18.0,Male,1,11300.0,6,14260.0
56,16.0,Divorced,"Private, for-profit",9640,10.0,Female,8,24000.0,6,25325.0
39,16.0,Married,"Private, for-profit",8140,40.0,Male,1,54000.0,6,47385.0
64,22.0,Married,"Self-employed, incorporated",710,,Male,1,70000.0,6,64302.0
23,21.0,Never married,"Private, for-profit",1021,50.0,Male,8,48000.0,6,45971.0
18,14.0,Never married,"Private, for-profit",3930,35.0,Male,1,2000.0,6,2653.0
28,21.0,Never married,"Private, for-profit",1360,40.0,Male,6,95000.0,6,96419.0
45,16.0,Never married,"Private, for-profit",5120,40.0,Female,9,68000.0,6,68953.0
62,13.0,Married,"Private, for-profit",9130,70.0,Male,1,,6,
26,21.0,Never married,"Private, for-profit",4110,36.0,Female,1,25000.0,6,28721.0
45,12.0,Never married,"Private, for-profit",8800,40.0,Female,8,20000.0,6,12670.0
31,,Never married,"Private, for-profit",1240,40.0,Female,6,100000.0,6,104098.0
59,12.0,Married,"Private, for-profit",4510,25.0,Female,8,8700.0,6,15119.0
47,20.0,Married,"Private, for-profit",120,70.0,Female,1,85000.0,6,84371.0
55,18.0,Married,"Private, for-profit",630,40.0,Female,1,59000.0,6,60268.0
32,21.0,Never married,State government,800,40.0,Male,6,48000.0,6,45570.0
24,16.0,Never married,"Private, for-profit",3603,24.0,Female,2,12500.0,6,2276.0
56,6.0,Married,"Private, for-profit",4251,40.0,Male,8,20000.0,6,30044.0
62,22.0,Married ,"Self-employed, incorporated",3110,30.0,Female,1,53000.0,6,40855.0
54,21.0,Married,"Private, for-profit",1410,50.0,Male,1,266000.0,6,267147.0
32,21.0,Married,Local government,5240,40.0,Female,2,45000.0,6,41928.0
61,16.0,Widowed,"Private, for-profit",3602,32.0,Female,1,16000.0,6,23217.0
46,21.0,Separated,"Private, non-profit",20,65.0,Male,1,230000.0,6,228473.0
51,16.0,Married,"Private, for-profit",4230,40.0,Female,8,12000.0,6,19330.0
56,19.0,Never married,"Private, for-profit",4720,32.0,Male,1,18060.0,6,16451.0
49,16.0,Never married,"Self-employed, unincorporated",9610,20.0,Male,1,1200.0,6,-6395.0
65,19.0,Divorced,"Private, for-profit",5240,32.0,Male,8,89750.0,6,85308.0
19,16.0,Never married,"Private, for-profit",4220,40.0,Male,2,5900.0,6,15561.0
32,16.0,Never married,"Private, for-profit",9130,,Male,1,38000.0,6,40586.0
59,24.0,Divorced,State government,2205,60.0,Female,1,88000.0,6,85726.0
38,18.0,Married,"Private, for-profit",5240,20.0,Male,1,6200.0,6,1188.0
52,9.0,Married,"Private, for-profit",6050,40.0,Male,1,40700.0,6,42504.0
38,,Married,"Private, for-profit",9620,40.0,Female,1,37000.0,6,46155.0
40,20.0,Never married,"Private, non-profit",726,60.0,Male,1,42000.0,6,43684.0
52,8.0,Married,"Private, for-profit",9130,45.0,Male,8,25000.0,6,17655.0
67,19.0,Married,"Private, for-profit",6355,40.0,Male,1,58000.0,6,61446.0
44,21.0,Married,Local government,4210,50.0,Male,1,83000.0,6,75289.0
60,21.0,Divorced,"Private, for-profit",410,40.0,Female,1,54300.0,6,52664.0
37,20.0,Married,"Private, for-profit",2633,27.0,Female,1,27300.0,6,29424.0
23,18.0,Never married,"Private, for-profit",5522,40.0,Male,1,28000.0,6,31160.0
56,17.0,Divorced,"Private, for-profit",5120,40.0,Female,1,35000.0,6,29332.0
26,21.0,Never married,"Private, for-profit",2710,40.0,Male,9,40000.0,6,41310.0
59,22.0,Married,"Private, for-profit",3255,40.0,Female,6,180000.0,6,179643.0
25,18.0,Never married,"Private, for-profit",4040,20.0,Female,1,35000.0,6,21150.0
40,21.0,Married,Local government,2310,30.0,Male,1,12000.0,6,15085.0
26,,Married,"Private, for-profit",9645,20.0,Female,2,10000.0,6,6747.0
49,,Married,"Private, for-profit",5400,40.0,Female,1,55000.0,6,54859.0
65,18.0,Divorced,Federal government,3870,40.0,Male,1,61000.0,6,58285.0
40,16.0,Married,"Private, for-profit",6260,40.0,Male,8,45000.0,6,41478.0
59,20.0,Married,"Self-employed, unincorporated",2016,55.0,Female,1,25000.0,6,24537.0
32,,Married,"Private, for-profit",5860,32.0,Female,8,45000.0,6,41283.0
30,21.0,Married,"Private, for-profit",440,70.0,Female,2,60000.0,6,58199.0
37,22.0,Married,"Private, for-profit",350,40.0,Female,6,226000.0,6,218226.0
55,19.0,Married,"Private, for-profit",5400,22.0,Female,1,73000.0,6,70131.0
59,1.0,Divorced,"Self-employed, unincorporated",205,45.0,Male ,8,50000.0,6,49653.0
73,21.0,Married,"Private, for-profit",20,40.0,Male,1,,6,
36,,Never married,"Private, for-profit",6410,40.0,Male,1,18000.0,6,18251.0
21,16.0,Never married,"Self-employed, unincorporated",4720,20.0,Female,8,9000.0,6,17693.0
32,20.0,Never married,"Private, for-profit",4010,6.0,Male,1,400.0,6,2347.0
34,,Never married,"Private, for-profit",1032,40.0,Female,1,49000.0,6,47970.0
40,16.0,Never married,"Private, for-profit",9640,40.0,Male,8,18600.0,6,21209.0
39,19.0,Never married,"Private, for-profit",5240,40.0,Female,2,45000.0,6,37919.0
29,18.0,Never married,Local government,5240,32.0,Female,1,26200.0,6,20854.0
27,19.0,Never married,"Private, for-profit",5850,40.0,Male,1,35000.0,6,41142.0
31,22.0,Never married,"Private, for-profit",940,40.0,Female,6,132000.0,6,132409.0
45,23.0,Married,"Private, for-profit",137,40.0,Female,6,200000.0,6,197830.0
45,15.0,Married,"Self-employed, unincorporated",4230,40.0,Female,1,25000.0,6,22866.0
49,23.0,Married,"Self-employed, incorporated",2100,40.0,Male,1,500000.0,6,502728.0
18,15.0,Never married,"Private, for-profit",4720,30.0,Female,9,13000.0,6,7293.0
37,21.0,Married,"Private, non-profit",3050,20.0,Male,6,85000.0,6,91528.0
36,22.0,Married,"Private, for-profit",51,50.0, Female,2,,6,
79,,Never married,"Private, non-profit",5740,36.0,Female,1,18500.0,6,25772.0
75,,Married,Family business (unpaid),800,,Male,6,24000.0,6,29328.0
52,,Married,Local government,5740,40.0, Female,1,40000.0,6,40463.0
36,21.0,Married,"Private, for-profit",4230,40.0,Female,1,21100.0,6,27617.0
50,,Never married,"Private, for-profit",4850,8.0,Female,1,12700.0,6,17361.0
34,21.0,Married,"Private, for-profit",4840,-1.0,Male,6,70000.0,6,73772.0
57,7.0,Married,"Private, for-profit",7000,,Male,8,90000.0,6,83818.0
56,16.0,Married,"Self-employed, unincorporated",9130,40.0,Male,1,50000.0,6,53366.0
34,16.0,Separated,State government,2016,28.0,Female,3,15900.0,6,14861.0
28,16.0,Married,"Self-employed, unincorporated",4251,40.0,Male,1,40000.0,6,38749.0
42,1.0,Never married,"Private, for-profit",5410,40.0,Female,1,22000.0,6,25926.0
57,,Married,"Private, for-profit",6200,50.0,Male,8,150000.0,6,140930.0
34,21.0,Married,"Private, for-profit",4621,4.0,Female,1,1200.0,6,3091.0
64,21.0,Married,State government,1545,40.0,Male,6,60000.0,6,62825.0
28,21.0,Never married,"Private, for-profit",1545,40.0,Male,1,28000.0,6,32778.0
57,22.0,Married,"Private, for-profit",1021,30.0,Female,9,152000.0,6,151509.0
45,18.0,Married,Local government,2861,36.0,Female,1,48000.0,6,54752.0
58,16.0,Divorced,"Private, for-profit",5000,40.0,Female,1,50000.0,6,53819.0
44,21.0,Married,"Private, for-profit",2640,40.0,Female,1,90000.0,6,85818.0
36,21.0,Married,State government,2205,40.0,Male,1,155000.0,6,151704.0
24,21.0,Never married,"Private, for-profit",4622,40.0,Male,1,37500.0,6,41486.0
62,17.0,Married,"Self-employed, incorporated",4700,50.0,Male,1,,6,
73,19.0,Married,"Private, for-profit",440,40.0,Male,8,44000.0,6,38719.0
68,23.0,Divorced,"Self-employed, unincorporated",2100,60.0,Male,1,56000.0,6,53317.0
35,21.0,Married,"Private, for-profit",630,30.0,Female,1,110000.0,6,109513.0
20,19.0,Never married,"Private, for-profit",5740,30.0,Male,1,7600.0,6,6561.0
68,,Divorced,"Private, for-profit",4760,36.0,Female,1,10000.0,6,17070.0
55,19.0,Married,"Private, non-profit",7340,80.0,Male,1,67600.0,6,69927.0
57,21.0,Married,"Private, for-profit",440,40.0,Male,1,60000.0,6,54656.0
53,16.0,Divorced,"Private, for-profit",5610,47.0,Female,1,81800.0,6,82419.0
34,21.0,Married,"Self-employed, unincorporated",4700,30.0,Male,6,46000.0,6,49352.0
40,,Separated,"Private, for-profit",5740,40.0,Female,1,41000.0,6,46376.0
34,19.0,Married,"Private, for-profit",5740,40.0,Female,1,35000.0,6,35633.0
38,16.0,Never married,"Private, for-profit",3930,40.0,Male,8,120000.0,6,121639.0
69,21.0,Married,State government,2320,25.0,Female,1,18600.0,6,11764.0
73,18.0,Married,"Self-employed, incorporated",440,50.0,Male,1,,6,
50,,Married ,"Private, for-profit",3255,32.0,Female,9,130000.0,6,139833.0
40,18.0,Married,"Private, for-profit",5740,40.0,Female,6,60000.0,6,53975.0
61,22.0,Married,"Private, for-profit",2205,40.0,Male,1,122000.0,6,120023.0
29,,Never married,"Private, for-profit",410,40.0,Female,9,25000.0,6,30318.0
52,17.0,Married,"Private, for-profit",7950,30.0,Male,1,27920.0,6,26701.0
25,21.0,Never married,"Private, for-profit",5240,24.0,Female,1,8000.0,6,6679.0
61,19.0,Divorced,"Private, non-profit",5740,40.0,Female,1,50000.0,6,54019.0
36,21.0,Married,"Private, non-profit",2310,40.0, Female,1,36000.0,6,33346.0
22,19.0,Never married,Federal government,3645,85.0,Female,1,24000.0,6,22967.0
45,19.0,Married,State government,3740,,Male,1,1400.0,6,1249.0
25,18.0,Never married,Federal government,7430,40.0,Male,1,30000.0,6,30155.0
33,22.0,Never married,"Private, for-profit",1430,40.0,Female,6,80000.0,6,77713.0
68,19.0,Married,"Private, for-profit",310,25.0,Male,1,57800.0,6,54410.0
60,,Married,"Self-employed, unincorporated",3630,,Female,1,12000.0,6,9735.0
28,16.0,Married,"Private, for-profit",4000,50.0,Male,8,48000.0,6,46494.0
61,,Married,"Private, for-profit",7200,,Male,1,50000.0,6,47184.0
64,22.0,Married,"Private, for-profit",440,60.0,Female,1,296000.0,6,299737.0
19,19.0,Never married,"Private, for-profit",4130,15.0,female,1,4600.0,6,4800.0
50,16.0,Married,"Private, for-profit",6260,40.0,Male,8,35000.0,6,39071.0
65,21.0,Married,"Private, for-profit",1900,42.0,Male,1,52000.0,6,56178.0
30,21.0,Married,"Private, for-profit",1360,40.0,Male,1,55000.0,6,63122.0
32,19.0,Married,"Private, for-profit",2310,40.0,Female,1,20000.0,6,15078.0
42,17.0,Never married,"Private, for-profit",5810,36.0,Female,1,36000.0,6,36298.0
53,16.0,Married,"Private, for-profit",6410,40.0,Male,8,32000.0,6,40097.0
46,,Married,State government,2050,60.0,Female,1,150000.0,6,154142.0
48,22.0,Divorced,Local government,2440,19.0,female,1,12000.0,6,10371.0
51,16.0,Married,"Private, for-profit",4510,30.0,Female,1,40000.0,6,31023.0
25,16.0,Never married,"Private, for-profit",7750,-1.0,Male,2,80.0,6,5083.0
47,16.0,Married,"Private, for-profit",4230,40.0,Female,1,23000.0,6,25481.0
72,16.0,Married,Local government,2330,52.0,Female,3,94000.0,6,87694.0
40,21.0,Married,Local government,440,48.0,Male,1,,6,
37,22.0,Never married,"Private, non-profit",2310,40.0,Female,9,60000.0,6,55251.0
41,19.0,Married,"Self-employed, unincorporated",4521,20.0,Female,6,7200.0,6,23120.0
58,6.0,Married,"Self-employed, incorporated",4220,25.0,Male,8,45500.0,6,42329.0
58,13.0,Widowed,"Self-employed, unincorporated",6260,20.0,Male,1,2900.0,6,-2083.0
54,21.0,Married,"Private, for-profit",10,50.0,Male,1,150000.0,6,156178.0
48,11.0,Never married,"Private, for-profit",6050,40.0,Female,8,12000.0,6,8925.0
45,1.0,Married,"Private, for-profit",9600,80.0,Male,1,20000.0,6,18305.0
36,16.0,Married,Local government,4220,40.0,Female,1,8900.0,6,13420.0
57,18.0,Divorced,"Private, for-profit",4020,40.0,Male,8,25000.0,6,30234.0
67,18.0,Married,"Private, for-profit",5400,40.0,Female,1,22400.0,6,26573.0
28,21.0,Never married,"Private, for-profit",440,40.0,Female,1,110000.0,6,104694.0
61,16.0,Married,"Private, for-profit",4720,25.0,Male,1,13300.0,6,12219.0
26,19.0,Never married,"Private, for-profit",5240,40.0,Female,1,20000.0,6,6286.0
40,21.0,Never married,"Private, for-profit",10,50.0,Male,2,45500.0,6,47807.0
22,19.0,Never married,"Private, for-profit",4720,40.0,Female,8,16800.0,6,8545.0
55,9.0,Married,"Self-employed, unincorporated",9640,40.0,Male,1,12000.0,6,15677.0
55,23.0,Widowed,"Private, for-profit",565,40.0,Male,2,60000.0,6,68350.0
30,21.0,Never married,"Private, for-profit",8740,40.0,Male,1,50000.0,6,49247.0
27,16.0,Never married,"Private, for-profit",9130,45.0,Male,8,30000.0,6,34577.0
39,,Married,"Private, for-profit",10,50.0,Female,1,135000.0,6,133778.0
28,1.0,Never married,"Self-employed, unincorporated",6260,40.0,Male,1,30000.0,6,29054.0
66,8.0,Married,"Private, for-profit",9600,50.0,Male,1,43000.0,6,42284.0
21,19.0,Never married,"Private, for-profit",4110,25.0,Male,1,650.0,6,8058.0
59,21.0,Married,"Private, for-profit",7000,40.0,Male,1,98000.0,6,93182.0
53,20.0,Married,"Private, for-profit",220,50.0,Male,1,326070.0,6,324967.0
51,20.0,Married,"Private, for-profit",4120,40.0,Male,6,65000.0,6,61783.0
21,19.0,Never married,State government,2002,15.0,Female,1,3700.0,6,2434.0
32,,Divorced,"Private, for-profit",4720,28.0,Female,1,14900.0,6,980.0
50,22.0,Married,"Private, for-profit",1031,40.0,Female,6,16000.0,6,14598.0
31,21.0,Married,"Private, for-profit",20,70.0,Male,8,88000.0,6,79578.0
38,23.0,Married,"Private, for-profit",2100,50.0,Female,6,175000.0,6,172187.0
40,21.0,Married,"Private, for-profit",2310,30.0,Female,1,36000.0,6,33398.0
57,16.0,Married,"Private, for-profit",420,40.0,Male,2,300000.0,6,302744.0
29,,Separated,"Private, for-profit",4510,39.0,Female,1,15000.0,6,11459.0
56,21.0,Married,"Private, non-profit",3255,24.0,Female,1,80000.0,6,76406.0
44,9.0,Married,"Private, for-profit",9645,30.0,Female,8,19000.0,6,20444.0
34,16.0,Married,"Private, for-profit",8225,40.0,Male,8,21000.0,6,19809.0
69,21.0,Widowed,"Self-employed, unincorporated",4621,-1.0,Female,1,20400.0,6,25664.0
29,21.0,Never married,"Private, for-profit",4760,15.0,Male,9,7400.0,6,8623.0
43,22.0,Married,"Private, non-profit",2310,40.0,Female,1,72000.0,6,67308.0
24,,Never married,"Private, for-profit",440,32.0,Female,1,17000.0,6,19363.0
36,20.0,Married,"Private, for-profit",3500,24.0,Male,6,79000.0,6,85891.0
22,16.0,Never married,State government,9720,40.0,Female,9,21000.0,6,21967.0
29,,Never married,"Private, for-profit",4760,40.0,Female,6,30000.0,6,27060.0
52,19.0,Married ,"Private, for-profit",4110,36.0,Male,6,15000.0,6,20153.0
42,6.0,Married,Federal government,4020,40.0,Male,1,28000.0,6,31013.0
21,19.0,Never married,"Private, for-profit",9365,41.0,Male,9,10000.0,6,8358.0
49,20.0,Married,"Private, for-profit",800,50.0,Female,8,80000.0,6,78313.0
53,16.0,Married,"Private, for-profit",520,24.0,Female,1,17000.0,6,16838.0
29,21.0,Never married,"Private, for-profit",4700,-1.0,Female,6,80000.0,6,79621.0
40,,Married,"Private, for-profit",800,45.0,Male,1,255000.0,6,258998.0
44,9.0,Never married,"Private, for-profit",8140,40.0,Male,8,35000.0,6,27960.0
67,16.0,Married,"Private, for-profit",4010,40.0,Female,1,63900.0,6,69502.0
54,24.0,Married,Local government,20,55.0,Male,1,,6,
31,16.0,Never married,"Private, for-profit",4720,50.0,Male,8,10000.0,6,10823.0
